slug,title,year,rating
what-maisie-knew,"What Maisie Knew",2012,4
bait-2012,"Bait",2012,1
spring-breakers,"Spring Breakers",2012,1.5
to-the-wonder,"To the Wonder",2012,3.5
the-master-2012,"The Master",2012,3.5
disconnect,"Disconnect",2012,4
argo,"Argo",2012,4.5
the-possession,"The Possession",2012,2.5
premium-rush,"Premium Rush",2012,2.5
hit-run-2012,"Hit & Run",2012,2.5
resident-evil-damnation,"Resident Evil: Damnation",2012,3.5
battlefield-death-tales,"Battlefield Death Tales",2012,0.5
the-bourne-legacy,"The Bourne Legacy",2012,2
the-expendables-2,"The Expendables 2",2012,3.5
nitro-circus-the-movie,"Nitro Circus: The Movie",2012,1.5
hope-springs-2012,"Hope Springs",2012,4
the-campaign,"The Campaign",2012,3
paranorman,"ParaNorman",2012,3
total-recall-2012,"Total Recall",2012,2.5
a-turtles-tale-2-sammys-escape-from-paradise,"A Turtle's Tale 2: Sammy's Escape from Paradise",2012,2.5
the-watch-2012,"The Watch",2012,1
ruby-sparks,"Ruby Sparks",2012,3.5
the-dark-knight-rises,"The Dark Knight Rises",2012,3.5
savages-2012,"Savages",2012,4
little-thirteen,"Little Thirteen",2012,2.5
a-coffee-in-berlin-2012,"A Coffee in Berlin",2012,4
ice-age-continental-drift,"Ice Age: Continental Drift",2012,3.5
magic-mike,"Magic Mike",2012,2.5
the-amazing-spider-man,"The Amazing Spider-Man",2012,3.5
ted,"Ted",2012,4
brave-2012,"Brave",2012,3.5
abraham-lincoln-vampire-hunter,"Abraham Lincoln: Vampire Hunter",2012,1
thats-my-boy-2012,"That's My Boy",2012,1
snow-white-and-the-huntsman,"Snow White and the Huntsman",2012,2.5
mud,"Mud",2012,3.5
maniac-2012,"Maniac",2012,1.5
cosmopolis,"Cosmopolis",2012,1.5
the-paperboy,"The Paperboy",2012,3
chernobyl-diaries,"Chernobyl Diaries",2012,2
ernest-celestine,"Ernest & Celestine",2012,3.5
killing-them-softly,"Killing Them Softly",2012,4
the-hunt-2012,"The Hunt",2012,4
lawless,"Lawless",2012,3.5
madagascar-3-europes-most-wanted,"Madagascar 3: Europe's Most Wanted",2012,1.5
rust-and-bone,"Rust and Bone",2012,4
the-dictator-2012,"The Dictator",2012,3.5
men-in-black-3,"Men in Black 3",2012,3
the-philly-kid,"The Philly Kid",2012,1.5
dark-shadows,"Dark Shadows",2012,1.5
white-tiger-2012,"White Tiger",2012,1
detention-of-the-dead,"Detention of the Dead",2012,0.5
the-five-year-engagement,"The Five-Year Engagement",2012,3.5
safe-2012,"Safe",2012,3
lockout-2012,"Lockout",2012,2.5
prometheus,"Prometheus",2012,3
the-avengers-2012,"The Avengers",2012,4
american-reunion,"American Reunion",2012,3.5
dark-tide-2012,"Dark Tide",2012,1.5
wrath-of-the-titans,"Wrath of the Titans",2012,2
streetdance-2,"StreetDance 2",2012,1
the-tall-man,"The Tall Man",2012,3.5
get-the-gringo,"Get the Gringo",2012,3
red-dawn-2012,"Red Dawn",2012,0.5
mirror-mirror-2012,"Mirror Mirror",2012,3
21-jump-street,"21 Jump Street",2012,3.5
the-hunger-games,"The Hunger Games",2012,4.5
sinister,"Sinister",2012,3
eden-2012,"Eden",2012,4
iron-sky,"Iron Sky",2012,1
the-raven-2012,"The Raven",2012,2.5
rec-genesis,"[REC]³ Genesis",2012,1
playback-2012,"Playback",2012,1
the-lorax-2012,"The Lorax",2012,4
project-x-2012,"Project X",2012,3
act-of-valor,"Act of Valor",2012,1.5
flight,"Flight",2012,4.5
john-carter,"John Carter",2012,2
this-means-war,"This Means War",2012,3.5
safe-house-2012,"Safe House",2012,2.5
the-vow,"The Vow",2012,4
the-woman-in-black-2012,"The Woman in Black",2012,4
chronicle,"Chronicle",2012,4
the-words,"The Words",2012,3.5
john-dies-at-the-end,"John Dies at the End",2012,1.5
grabbers,"Grabbers",2012,1
v-h-s,"V/H/S",2012,3.5
le-chef,"Le Chef",2012,2.5
the-pact-2012,"The Pact",2012,1.5
journey-2-the-mysterious-island,"Journey 2: The Mysterious Island",2012,1
underworld-awakening,"Underworld: Awakening",2012,1.5
shifting-the-blame,"Shifting the Blame",2012,3.5
2-headed-shark-attack,"2-Headed Shark Attack",2012,0.5
hamilton-in-the-interest-of-the-nation,"Hamilton: In the Interest of the Nation",2012,3
avalanche-sharks,"Avalanche Sharks",2012,0.5
contraband-2012,"Contraband",2012,4
the-devil-inside,"The Devil Inside",2012,0.5
the-iron-lady,"The Iron Lady",2011,3
extremely-loud-incredibly-close,"Extremely Loud & Incredibly Close",2011,4.5
the-girl-with-the-dragon-tattoo-2011,"The Girl with the Dragon Tattoo",2011,3.5
the-cabin-in-the-woods,"The Cabin in the Woods",2011,1
the-grey,"The Grey",2011,2.5
ghost-rider-spirit-of-vengeance,"Ghost Rider: Spirit of Vengeance",2011,1
mission-impossible-ghost-protocol,"Mission: Impossible – Ghost Protocol",2011,3.5
room-205-of-fear,"Room 205 of Fear",2011,3
jackpot-2011,"Jackpot",2011,2
hostel-part-iii,"Hostel: Part III",2011,1
we-bought-a-zoo,"We Bought a Zoo",2011,3.5
take-this-waltz,"Take This Waltz",2011,3.5
id-a,"ID:A",2011,1.5
carjacked,"Carjacked",2011,2.5
sherlock-holmes-a-game-of-shadows,"Sherlock Holmes: A Game of Shadows",2011,3
a-gang-story,"A Gang Story",2011,3
immortals,"Immortals",2011,1.5
jack-and-jill,"Jack and Jill",2011,1.5
the-muppets,"The Muppets",2011,3.5
j-edgar,"J. Edgar",2011,3.5
tower-heist,"Tower Heist",2011,2
haywire,"Haywire",2011,2
puss-in-boots,"Puss in Boots",2011,2.5
in-time,"In Time",2011,2.5
faces-in-the-crowd,"Faces in the Crowd",2011,2
the-adventures-of-tintin,"The Adventures of Tintin",2011,4
anonymous-2011,"Anonymous",2011,3
paranormal-activity-3,"Paranormal Activity 3",2011,2.5
setup,"Setup",2011,0.5
juan-of-the-dead,"Juan of the Dead",2011,2.5
legends-of-valhalla-thor,"Legends of Valhalla: Thor",2011,1.5
the-rum-diary,"The Rum Diary",2011,2.5
a-monster-in-paris,"A Monster in Paris",2011,3.5
the-thing-2011,"The Thing",2011,1.5
arena-2011,"Arena",2011,1.5
hugo,"Hugo",2011,4.5
my-week-with-marilyn,"My Week with Marilyn",2011,4
texas-killing-fields,"Texas Killing Fields",2011,1.5
margaret,"Margaret",2011,4
whats-your-number,"What's Your Number?",2011,1.5
real-steel,"Real Steel",2011,3.5
sleep-tight,"Sleep Tight",2011,2
machine-gun-preacher,"Machine Gun Preacher",2011,4
the-intouchables,"The Intouchables",2011,5
moneyball,"Moneyball",2011,4
abduction,"Abduction",2011,0.5
killer-elite,"Killer Elite",2011,2.5
the-hidden-face,"The Hidden Face",2011,3.5
rampart,"Rampart",2011,1.5
youre-next,"You're Next",2011,2
warrior,"Warrior",2011,4.5
the-raid-2011,"The Raid",2011,2.5
tinker-tailor-soldier-spy,"Tinker Tailor Soldier Spy",2011,3.5
contagion,"Contagion",2011,3.5
come-as-you-are,"Come As You Are",2011,3
the-descendants,"The Descendants",2011,4.5
shark-night-3d,"Shark Night 3D",2011,0.5
carnage,"Carnage",2011,4.5
the-three-musketeers-2011,"The Three Musketeers",2011,2.5
turn-me-on-dammit,"Turn Me On, Dammit!",2011,2
fright-night-2011,"Fright Night",2011,3.5
the-inbetweeners-movie,"The Inbetweeners Movie",2011,2
conan-the-barbarian-2011,"Conan the Barbarian",2011,1
the-help,"The Help",2011,4.5
the-change-up,"The Change-Up",2011,1
headhunters,"Headhunters",2011,4
red-dog,"Red Dog",2011,3
cowboys-aliens,"Cowboys & Aliens",2011,1
rise-of-the-planet-of-the-apes,"Rise of the Planet of the Apes",2011,3.5
starbuck,"Starbuck",2011,4.5
the-smurfs,"The Smurfs",2011,1.5
captain-america-the-first-avenger,"Captain America: The First Avenger",2011,2.5
friends-with-benefits,"Friends with Benefits",2011,3.5
apollo-18,"Apollo 18",2011,2.5
crazy-stupid-love,"Crazy, Stupid, Love.",2011,4
the-guard,"The Guard",2011,3.5
harry-potter-and-the-deathly-hallows-part-2,"Harry Potter and the Deathly Hallows: Part 2",2011,4
behind-the-walls,"Behind the Walls",2011,1.5
zookeeper,"Zookeeper",2011,2.5
monte-carlo,"Monte Carlo",2011,2
the-river-murders,"The River Murders",2011,3.5
horrible-bosses,"Horrible Bosses",2011,4
larry-crowne,"Larry Crowne",2011,3
combat-girls,"Combat Girls",2011,2.5
hell-2011,"Hell",2011,3.5
colombiana,"Colombiana",2011,3
transformers-dark-of-the-moon,"Transformers: Dark of the Moon",2011,1.5
mr-poppers-penguins,"Mr. Popper's Penguins",2011,2
green-lantern,"Green Lantern",2011,3
cars-2,"Cars 2",2011,1.5
super-8,"Super 8",2011,2.5
twixt,"Twixt",2011,0.5
x-men-first-class,"X-Men: First Class",2011,3
kung-fu-panda-2,"Kung Fu Panda 2",2011,2.5
drive-2011,"Drive",2011,4.5
the-hangover-part-ii,"The Hangover Part II",2011,3.5
the-tree-of-life-2011,"The Tree of Life",2011,3.5
bad-teacher,"Bad Teacher",2011,2.5
the-artist,"The Artist",2011,4.5
midnight-in-paris,"Midnight in Paris",2011,3.5
pirates-of-the-caribbean-on-stranger-tides,"Pirates of the Caribbean: On Stranger Tides",2011,1.5
the-ledge,"The Ledge",2011,4
priest-2011,"Priest",2011,1
death-of-a-superhero,"Death of a Superhero",2011,3
grave-encounters,"Grave Encounters",2011,1.5
thor,"Thor",2011,3
fast-five,"Fast Five",2011,2.5
water-for-elephants,"Water for Elephants",2011,3.5
scream-4,"Scream 4",2011,2.5
source-code,"Source Code",2011,3.5
sucker-punch,"Sucker Punch",2011,2
rio-2011,"Rio",2011,2
the-music-never-stopped,"The Music Never Stopped",2011,4
detention-2011,"Detention",2011,2.5
the-divide,"The Divide",2011,1.5
the-lincoln-lawyer,"The Lincoln Lawyer",2011,3
kill-the-irishman,"Kill the Irishman",2011,3
battle-los-angeles,"Battle: Los Angeles",2011,2
limitless,"Limitless",2011,4
red-riding-hood-2011,"Red Riding Hood",2011,2
all-things-fall-apart,"All Things Fall Apart",2011,2
unknown-2011,"Unknown",2011,2
rango,"Rango",2011,4.5
just-go-with-it,"Just Go with It",2011,3
the-roommate,"The Roommate",2011,1.5
sanctum,"Sanctum",2011,0.5
the-rite-2011,"The Rite",2011,3
margin-call,"Margin Call",2011,3.5
martha-marcy-may-marlene,"Martha Marcy May Marlene",2011,4
the-mechanic-2011,"The Mechanic",2011,3
gnomeo-juliet,"Gnomeo & Juliet",2011,4
the-dilemma,"The Dilemma",2011,3
the-green-hornet,"The Green Hornet",2011,2.5
gullivers-travels-2010,"Gulliver's Travels",2010,2
how-do-you-know,"How Do You Know",2010,3
true-grit-2010,"True Grit",2010,3.5
the-tourist,"The Tourist",2010,3.5
the-fighter-2010,"The Fighter",2010,4.5
tron-legacy,"TRON: Legacy",2010,3.5
all-good-things,"All Good Things",2010,3.5
paranormal-activity-tokyo-night,"Paranormal Activity: Tokyo Night",2010,4
the-next-three-days,"The Next Three Days",2010,4.5
harry-potter-and-the-deathly-hallows-part-1,"Harry Potter and the Deathly Hallows: Part 1",2010,3.5
dont-be-afraid-of-the-dark-2010,"Don't Be Afraid of the Dark",2010,2
unstoppable-2010,"Unstoppable",2010,3
due-date,"Due Date",2010,3.5
paranormal-activity-2,"Paranormal Activity 2",2010,2
jackass-3d,"Jackass 3D",2010,2.5
red-2010,"RED",2010,3.5
mr-nice,"Mr. Nice",2010,3
life-as-we-know-it,"Life As We Know It",2010,2
sharktopus,"Sharktopus",2010,0.5
burlesque,"Burlesque",2010,2
the-social-network,"The Social Network",2010,4
wall-street-money-never-sleeps,"Wall Street: Money Never Sleeps",2010,3.5
casino-jack,"Casino Jack",2010,2.5
insidious,"Insidious",2010,4
conviction,"Conviction",2010,4
beginners,"Beginners",2010,3.5
its-kind-of-a-funny-story,"It's Kind of a Funny Story",2010,3.5
the-tempest,"The Tempest",2010,1.5
easy-a,"Easy A",2010,3.5
trust-2010,"Trust",2010,4.5
super-2010,"Super",2010,2
stone-2010,"Stone",2010,3
the-town,"The Town",2010,3.5
the-last-circus,"The Last Circus",2010,2
the-kings-speech,"The King's Speech",2010,4.5
127-hours,"127 Hours",2010,5
machete,"Machete",2010,3
black-swan,"Black Swan",2010,4.5
resident-evil-afterlife,"Resident Evil: Afterlife",2010,2.5
the-american,"The American",2010,2.5
takers,"Takers",2010,3.5
piranha-3d,"Piranha 3D",2010,0.5
i-saw-the-devil,"I Saw the Devil",2010,4.5
eat-pray-love,"Eat Pray Love",2010,2.5
the-expendables,"The Expendables",2010,1.5
the-other-guys,"The Other Guys",2010,3
dinner-for-schmucks,"Dinner for Schmucks",2010,3.5
scott-pilgrim-vs-the-world,"Scott Pilgrim vs. the World",2010,4
inception,"Inception",2010,5
a-turtles-tale-sammys-adventures,"A Turtle's Tale: Sammy's Adventures",2010,2
i-spit-on-your-grave-2010,"I Spit on Your Grave",2010,4
toy-story-3,"Toy Story 3",2010,4.5
the-karate-kid-2010,"The Karate Kid",2010,2.5
the-a-team,"The A-Team",2010,3
despicable-me,"Despicable Me",2010,3.5
get-him-to-the-greek,"Get Him to the Greek",2010,3.5
rubber,"Rubber",2010,1.5
you-will-meet-a-tall-dark-stranger,"You Will Meet a Tall Dark Stranger",2010,2.5
chatroom,"Chatroom",2010,1
a-nightmare-on-elm-street-2010,"A Nightmare on Elm Street",2010,2
iron-man-2,"Iron Man 2",2010,3.5
vincent-wants-to-sea,"Vincent Wants to Sea",2010,4
22-bullets,"22 Bullets",2010,2
repo-men,"Repo Men",2010,3
how-to-train-your-dragon,"How to Train Your Dragon",2010,3.5
the-bounty-hunter,"The Bounty Hunter",2010,2
kick-ass,"Kick-Ass",2010,4
alice-in-wonderland-2010,"Alice in Wonderland",2010,3.5
shutter-island,"Shutter Island",2010,4.5
my-name-is-khan,"My Name Is Khan",2010,4.5
percy-jackson-the-olympians-the-lightning-thief,"Percy Jackson & the Olympians: The Lightning Thief",2010,2
blue-valentine,"Blue Valentine",2010,4.5
four-lions,"Four Lions",2010,1
buried,"Buried",2010,3.5
tucker-and-dale-vs-evil,"Tucker and Dale vs. Evil",2010,3.5
winters-bone,"Winter's Bone",2010,4
happythankyoumoreplease,"Happythankyoumoreplease",2010,4.5
the-book-of-eli,"The Book of Eli",2010,4.5
sherlock-holmes-2009,"Sherlock Holmes",2009,3.5
avatar,"Avatar",2009,4
crazy-heart,"Crazy Heart",2009,3
the-lovely-bones,"The Lovely Bones",2009,4.5
oscar-and-the-lady-in-pink,"Oscar and the Lady in Pink",2009,4
the-fourth-kind,"The Fourth Kind",2009,3
the-men-who-stare-at-goats,"The Men Who Stare at Goats",2009,2.5
law-abiding-citizen,"Law Abiding Citizen",2009,4
zombieland,"Zombieland",2009,3.5
the-joneses,"The Joneses",2009,3.5
harry-brown,"Harry Brown",2009,3.5
up-in-the-air,"Up in the Air",2009,3.5
carriers,"Carriers",2009,2.5
the-road,"The Road",2009,4
rec-2,"[REC]²",2009,2.5
the-human-centipede-first-sequence,"The Human Centipede (First Sequence)",2009,0.5
triangle-2009,"Triangle",2009,2.5
district-9,"District 9",2009,4
gi-joe-the-rise-of-cobra,"G.I. Joe: The Rise of Cobra",2009,1.5
orphan,"Orphan",2009,4.5
funny-people,"Funny People",2009,3.5
the-collector-2009,"The Collector",2009,3
harry-potter-and-the-half-blood-prince,"Harry Potter and the Half-Blood Prince",2009,4
my-sisters-keeper-2009,"My Sister's Keeper",2009,4
giallo,"Giallo",2009,2
whatever-works,"Whatever Works",2009,4
hachi-a-dogs-tale,"Hachi: A Dog's Tale",2009,4
land-of-the-lost,"Land of the Lost",2009,1.5
the-hangover,"The Hangover",2009,4.5
the-white-ribbon,"The White Ribbon",2009,4
night-at-the-museum-battle-of-the-smithsonian,"Night at the Museum: Battle of the Smithsonian",2009,2
inglourious-basterds,"Inglourious Basterds",2009,4.5
dogtooth,"Dogtooth",2009,0.5
middle-men,"Middle Men",2009,3.5
up,"Up",2009,4
star-trek,"Star Trek",2009,3.5
x-men-origins-wolverine,"X-Men Origins: Wolverine",2009,3.5
angels-demons,"Angels & Demons",2009,2.5
the-boat-that-rocked,"The Boat That Rocked",2009,4
knowing,"Knowing",2009,2
17-again,"17 Again",2009,3
watchmen,"Watchmen",2009,4
fired-up,"Fired Up!",2009,1
the-secret-of-kells,"The Secret of Kells",2009,2.5
the-international,"The International",2009,2.5
moon,"Moon",2009,4
mary-and-max,"Mary and Max",2009,4.5
dead-snow,"Dead Snow",2009,1
defiance,"Defiance",2008,4
marley-me,"Marley & Me",2008,3.5
seven-pounds,"Seven Pounds",2008,4
yes-man,"Yes Man",2008,3
gran-torino,"Gran Torino",2008,4
milk-2008,"Milk",2008,4
frost-nixon,"Frost/Nixon",2008,4
quarantine,"Quarantine",2008,1.5
body-of-lies,"Body of Lies",2008,4
lakeview-terrace,"Lakeview Terrace",2008,2.5
the-wrestler,"The Wrestler",2008,4.5
the-hurt-locker,"The Hurt Locker",2008,3
rocknrolla,"RocknRolla",2008,3.5
slumdog-millionaire,"Slumdog Millionaire",2008,5
vicky-cristina-barcelona,"Vicky Cristina Barcelona",2008,3.5
eden-lake,"Eden Lake",2008,4
step-brothers,"Step Brothers",2008,2
pineapple-express,"Pineapple Express",2008,2.5
the-dark-knight,"The Dark Knight",2008,4.5
mamma-mia,"Mamma Mia!",2008,3
walle,"WALL·E",2008,3.5
hancock,"Hancock",2008,3.5
you-dont-mess-with-the-zohan,"You Don't Mess with the Zohan",2008,3
jcvd,"JCVD",2008,2.5
the-echo,"The Echo",2008,1
hunger,"Hunger",2008,4.5
the-boy-in-the-striped-pyjamas,"The Boy in the Striped Pyjamas",2008,4.5
iron-man-2008,"Iron Man",2008,4
outlander,"Outlander",2008,1.5
what-happens-in-vegas,"What Happens in Vegas",2008,3
forgetting-sarah-marshall,"Forgetting Sarah Marshall",2008,3.5
21,"21",2008,3.5
the-bank-job-2008,"The Bank Job",2008,3.5
taken,"Taken",2008,3.5
jumper,"Jumper",2008,2
vantage-point,"Vantage Point",2008,3.5
mad-money,"Mad Money",2008,1
welcome-to-the-sticks,"Welcome to the Sticks",2008,4
in-bruges,"In Bruges",2008,4.5
cloverfield,"Cloverfield",2008,3.5
the-bucket-list,"The Bucket List",2007,4
trick-r-treat,"Trick 'r Treat",2007,3
i-am-legend,"I Am Legend",2007,3
sweeney-todd-the-demon-barber-of-fleet-street-2007,"Sweeney Todd: The Demon Barber of Fleet Street",2007,4
the-mist,"The Mist",2007,3.5
american-gangster,"American Gangster",2007,4
there-will-be-blood,"There Will Be Blood",2007,4.5
99-francs,"99 Francs",2007,4
gone-baby-gone,"Gone Baby Gone",2007,4
rec,"[REC]",2007,2.5
310-to-yuma-2007,"3:10 to Yuma",2007,3.5
death-sentence-2007,"Death Sentence",2007,2.5
superbad,"Superbad",2007,4
an-american-crime,"An American Crime",2007,4
shoot-em-up,"Shoot 'Em Up",2007,2.5
the-girl-next-door-2007,"The Girl Next Door",2007,3.5
harry-potter-and-the-order-of-the-phoenix,"Harry Potter and the Order of the Phoenix",2007,4
ratatouille,"Ratatouille",2007,4.5
1408,"1408",2007,4
evan-almighty,"Evan Almighty",2007,3.5
oceans-thirteen,"Ocean's Thirteen",2007,3.5
death-proof,"Death Proof",2007,4.5
the-golden-nazi-vampire-of-absam-part-ii-the-secret-of-kottlitz-castle,"The Golden Nazi Vampire of Absam: Part II - The Secret of Kottlitz Castle",2007,0.5
next,"Next",2007,3
planet-terror,"Planet Terror",2007,3.5
reign-over-me,"Reign Over Me",2007,4
zodiac,"Zodiac",2007,3
hot-fuzz,"Hot Fuzz",2007,4
the-nines,"The Nines",2007,2
300,"300",2006,4
the-holiday,"The Holiday",2006,3.5
casino-royale-2006,"Casino Royale",2006,4
the-prestige,"The Prestige",2006,4.5
the-departed,"The Departed",2006,4.5
black-sheep-2006,"Black Sheep",2006,1.5
the-last-kiss-2006,"The Last Kiss",2006,3.5
stranger-than-fiction-2006,"Stranger Than Fiction",2006,4
the-fountain,"The Fountain",2006,4
children-of-men,"Children of Men",2006,4.5
the-queen-2006,"The Queen",2006,3.5
the-last-king-of-scotland,"The Last King of Scotland",2006,4
snakes-on-a-plane,"Snakes on a Plane",2006,1
talladega-nights-the-ballad-of-ricky-bobby,"Talladega Nights: The Ballad of Ricky Bobby",2006,3
the-devil-wears-prada,"The Devil Wears Prada",2006,3.5
silent-hill,"Silent Hill",2006,3.5
oss-117-cairo-nest-of-spies,"OSS 117: Cairo, Nest of Spies",2006,3.5
these-foolish-things,"These Foolish Things",2006,2
the-hills-have-eyes-2006,"The Hills Have Eyes",2006,3
lucky-number-slevin,"Lucky Number Slevin",2006,4.5
little-miss-sunshine,"Little Miss Sunshine",2006,4.5
running-scared-2006,"Running Scared",2006,4
v-for-vendetta,"V for Vendetta",2005,4
zathura-a-space-adventure,"Zathura: A Space Adventure",2005,3.5
harry-potter-and-the-goblet-of-fire,"Harry Potter and the Goblet of Fire",2005,3.5
lord-of-war,"Lord of War",2005,4
thank-you-for-smoking,"Thank You for Smoking",2005,4
corpse-bride,"Corpse Bride",2005,4
walk-the-line,"Walk the Line",2005,3.5
the-exorcism-of-emily-rose,"The Exorcism of Emily Rose",2005,2.5
fantastic-four-2005,"Fantastic Four",2005,3
batman-begins,"Batman Begins",2005,4.5
a-history-of-violence,"A History of Violence",2005,3.5
match-point,"Match Point",2005,4
9-2005,"9",2005,1.5
the-hitchhikers-guide-to-the-galaxy-2005,"The Hitchhiker's Guide to the Galaxy",2005,2
adams-apples,"Adam's Apples",2005,4
the-interpreter,"The Interpreter",2005,3.5
sin-city,"Sin City",2005,4
hitch-2005,"Hitch",2005,3.5
go-for-zucker,"Go for Zucker",2004,3.5
the-aviator,"The Aviator",2004,4.5
million-dollar-baby,"Million Dollar Baby",2004,4.5
beyond-the-sea,"Beyond the Sea",2004,3
alfie-2004,"Alfie",2004,4.5
the-polar-express,"The Polar Express",2004,3.5
hotel-rwanda,"Hotel Rwanda",2004,4.5
finding-neverland,"Finding Neverland",2004,4.5
creep,"Creep",2004,1.5
anchorman-the-legend-of-ron-burgundy,"Anchorman: The Legend of Ron Burgundy",2004,3
king-arthur,"King Arthur",2004,2
harry-potter-and-the-prisoner-of-azkaban,"Harry Potter and the Prisoner of Azkaban",2004,4
kill-bill-vol-2,"Kill Bill: Vol. 2",2004,3.5
secret-window,"Secret Window",2004,3.5
the-machinist,"The Machinist",2004,4
garden-state,"Garden State",2004,4
big-fish,"Big Fish",2003,4.5
the-lord-of-the-rings-the-return-of-the-king,"The Lord of the Rings: The Return of the King",2003,5
oldboy,"Oldboy",2003,3.5
monster,"Monster",2003,4
kill-bill-vol-1,"Kill Bill: Vol. 1",2003,4
love-actually,"Love Actually",2003,4
21-grams,"21 Grams",2003,3.5
pirates-of-the-caribbean-the-curse-of-the-black-pearl,"Pirates of the Caribbean: The Curse of the Black Pearl",2003,3.5
wrong-turn,"Wrong Turn",2003,1
the-italian-job-2003,"The Italian Job",2003,3
mystic-river,"Mystic River",2003,4
finding-nemo,"Finding Nemo",2003,4.5
identity,"Identity",2003,4.5
the-life-of-david-gale,"The Life of David Gale",2003,4.5
ong-bak,"Ong-Bak",2003,2
the-lord-of-the-rings-the-two-towers,"The Lord of the Rings: The Two Towers",2002,4.5
catch-me-if-you-can-2002,"Catch Me If You Can",2002,4
gangs-of-new-york-2002,"Gangs of New York",2002,4.5
harry-potter-and-the-chamber-of-secrets,"Harry Potter and the Chamber of Secrets",2002,3.5
28-days-later,"28 Days Later",2002,3.5
the-four-feathers-2002,"The Four Feathers",2002,4
road-to-perdition,"Road to Perdition",2002,3.5
the-pianist,"The Pianist",2002,4.5
city-of-god,"City of God",2002,5
deserter,"Deserter",2002,2.5
about-a-boy,"About a Boy",2002,4
a-beautiful-mind,"A Beautiful Mind",2001,4.5
the-lord-of-the-rings-the-fellowship-of-the-ring,"The Lord of the Rings: The Fellowship of the Ring",2001,5
harry-potter-and-the-philosophers-stone,"Harry Potter and the Philosopher's Stone",2001,4
k-pax,"K-PAX",2001,4.5
training-day,"Training Day",2001,4.5
spirited-away,"Spirited Away",2001,4.5
blow,"Blow",2001,4
from-hell,"From Hell",2001,4
donnie-darko,"Donnie Darko",2001,4
battle-royale,"Battle Royale",2000,3.5
italian-for-beginners,"Italian for Beginners",2000,3
how-the-grinch-stole-christmas-2000,"How the Grinch Stole Christmas",2000,3.5
snatch,"Snatch",2000,4.5
coyote-ugly,"Coyote Ugly",2000,4
the-perfect-storm,"The Perfect Storm",2000,3.5
gladiator-2000,"Gladiator",2000,5
the-skulls,"The Skulls",2000,3.5
high-fidelity,"High Fidelity",2000,4
pitch-black,"Pitch Black",2000,2.5
the-beach,"The Beach",2000,3.5
the-green-mile,"The Green Mile",1999,5
sleepy-hollow,"Sleepy Hollow",1999,3.5
fight-club,"Fight Club",1999,4.5
american-beauty,"American Beauty",1999,5
the-iron-giant,"The Iron Giant",1999,4
arlington-road,"Arlington Road",1999,4
cruel-intentions,"Cruel Intentions",1999,4
8mm,"8MM",1999,4
the-boondock-saints,"The Boondock Saints",1999,4.5
the-faculty,"The Faculty",1998,3.5
urban-legend,"Urban Legend",1998,2.5
rounders,"Rounders",1998,3.5
saving-private-ryan,"Saving Private Ryan",1998,5
mulan,"Mulan",1998,3.5
fear-and-loathing-in-las-vegas,"Fear and Loathing in Las Vegas",1998,3.5
the-big-lebowski,"The Big Lebowski",1998,5
life-is-beautiful,"Life Is Beautiful",1997,4.5
good-will-hunting,"Good Will Hunting",1997,4.5
titanic-1997,"Titanic",1997,4.5
the-edge,"The Edge",1997,4
cop-land,"Cop Land",1997,3.5
princess-mononoke,"Princess Mononoke",1997,4.5
the-lost-world-jurassic-park,"The Lost World: Jurassic Park",1997,3
jerry-maguire,"Jerry Maguire",1996,3.5
sleepers,"Sleepers",1996,4.5
a-time-to-kill-1996,"A Time to Kill",1996,4
from-dusk-till-dawn,"From Dusk Till Dawn",1996,4.5
dead-man-walking,"Dead Man Walking",1995,4.5
heat-1995,"Heat",1995,5
casino,"Casino",1995,5
get-shorty,"Get Shorty",1995,4
leaving-las-vegas,"Leaving Las Vegas",1995,5
se7en,"Se7en",1995,4
judge-dredd,"Judge Dredd",1995,1
apollo-13,"Apollo 13",1995,4.5
braveheart,"Braveheart",1995,4.5
the-basketball-diaries,"The Basketball Diaries",1995,4.5
dumb-and-dumber,"Dumb and Dumber",1994,2.5
leon-the-professional,"Léon: The Professional",1994,4.5
the-shawshank-redemption,"The Shawshank Redemption",1994,5
forrest-gump,"Forrest Gump",1994,5
the-lion-king,"The Lion King",1994,5
pulp-fiction,"Pulp Fiction",1994,5
schindlers-list,"Schindler's List",1993,5
the-nightmare-before-christmas,"The Nightmare Before Christmas",1993,4
demolition-man,"Demolition Man",1993,4
true-romance,"True Romance",1993,4.5
jurassic-park,"Jurassic Park",1993,4.5
this-boys-life,"This Boy's Life",1993,4
falling-down,"Falling Down",1993,4
chaplin,"Chaplin",1992,4.5
home-alone-2-lost-in-new-york,"Home Alone 2: Lost in New York",1992,3.5
white-men-cant-jump,"White Men Can't Jump",1992,3.5
romper-stomper,"Romper Stomper",1992,2.5
reservoir-dogs,"Reservoir Dogs",1992,4.5
the-godfather-part-iii,"The Godfather Part III",1990,4
it-1990,"It",1990,3
home-alone,"Home Alone",1990,4
dances-with-wolves,"Dances with Wolves",1990,4
goodfellas,"GoodFellas",1990,4.5
lord-of-the-flies-1990,"Lord of the Flies",1990,4.5
the-hunt-for-red-october,"The Hunt for Red October",1990,3.5
the-war-of-the-roses,"The War of the Roses",1989,3.5
dead-poets-society,"Dead Poets Society",1989,5
scrooged,"Scrooged",1988,3.5
die-hard,"Die Hard",1988,4
